name,description,category,url,scraped_at
PDDON,Free multi-functional professional online drawing tool(Low Code),ides,https://github.com/marketplace/pddon,2025-10-22T05:44:03.531710
Lapdev Cloud,Performant cloud development environment using Gaming CPU,ides,https://github.com/marketplace/lapdev-cloud,2025-10-22T05:44:03.807334
cee.studio,"Debug C/C++ Memory Errors In Minutes, Not In Hours",ides,https://github.com/marketplace/cee-studio,2025-10-22T05:44:03.925498
Portacode,Mobile-friendly professional online code editor for github,ides,https://github.com/marketplace/portacode,2025-10-22T05:44:04.234790
BSide,Lightweight Github CMS,ides,https://github.com/marketplace/bside-app,2025-10-22T05:44:04.415100
CPods - SaaS Solution Delivery Environment For Incubation,SaaS Solution Delivery Environment For Incubation,ides,https://github.com/marketplace/cpods-saas-solution-delivery-environment-for-incubation,2025-10-22T05:44:06.089442
Boot.dev,Learn to code in the browser,learning,https://github.com/marketplace/qvault,2025-10-22T05:44:07.832139
HighLoad.fun,A platform for developers competitions in optimizations,learning,https://github.com/marketplace/highload-fun,2025-10-22T05:44:08.081209
Secure Code Warrior for GitHub,Resolve vulnerabilities faster with highly relevant in-app secure coding learning,learning,https://github.com/marketplace/secure-code-warrior-for-github,2025-10-22T05:44:08.253568
Holopin,Holopin bot for issuing badges based on GitHub activity,learning,https://github.com/marketplace/holopin,2025-10-22T05:44:08.621392
Archbee,"Archbee enables your team to easily build beautiful product documentation sites, internal wikis, knowledge bases, API refs",learning,https://github.com/marketplace/archbee,2025-10-22T05:44:08.772087
TIL: Today I Learned,Today I Learned helps you document things you learn everyday (requires browser extension),learning,https://github.com/marketplace/til-today-i-learned,2025-10-22T05:44:08.887540
ReflectionBot,Engage and advance students learning through prompts sent to them when they push,learning,https://github.com/marketplace/reflectionbot,2025-10-22T05:44:09.157761
A Byte of Coding,A Byte of Coding is a daily programming newsletter that is manually curated,learning,https://github.com/marketplace/a-byte-of-coding,2025-10-22T05:44:09.329178
XRPL Bot,XRPL ledger transaction explanations,learning,https://github.com/marketplace/xrpl-bot,2025-10-22T05:44:09.504867
SecureFlag Knowledge Base,Contextual software security training for issues and pull requests,learning,https://github.com/marketplace/secureflag-knowledge-base,2025-10-22T05:44:09.688166
Quotti,Kepp yourself motivated for the next commit,learning,https://github.com/marketplace/quotti,2025-10-22T05:44:09.872267
PeerGraph,Simplest way to run peer feedback in your organization,learning,https://github.com/marketplace/peergraph,2025-10-22T05:44:10.055325
Simplab Integration,GitHub App for integration with Simplab infrastructure,learning,https://github.com/marketplace/simplab-integration,2025-10-22T05:44:10.427207
Tour,Create interactive tours for your open source projects,learning,https://github.com/marketplace/tour,2025-10-22T05:44:10.601629
Two Mike Apps,This description is so short,learning,https://github.com/marketplace/a-mike-app,2025-10-22T05:44:10.888942
Página de dívidas sobre tecnologia,Página de tecnologia,learning,https://github.com/marketplace/pagina-de-dividas-sobre-tecnologia,2025-10-22T05:44:12.475423
ObsiSync,Github Synced note taking app for mobile,learning,https://github.com/marketplace/obsisync,2025-10-22T05:44:12.653208
Next Boilerplate,Fullstack Next JS Templates for Joki,learning,https://github.com/marketplace/fullstack-next-templates,2025-10-22T05:44:12.818074
Reach.Live - Host Tech Talks Live & On-Demand,Reach.Live allows engineers to learn & share their programming skills with each other,learning,https://github.com/marketplace/reach-live-host-tech-talks-live-on-demand,2025-10-22T05:44:12.888918
abtcode.com,Blog for Coders,learning,https://github.com/marketplace/abtcode-com,2025-10-22T05:44:13.019603
GitNews.tech,Social News website for developers and Github fans,learning,https://github.com/marketplace/gitnews-tech,2025-10-22T05:44:13.192246
compada,"At Compada, everyone is part of your company",learning,https://github.com/marketplace/compada,2025-10-22T05:44:13.362999
LeaveMeAloneApp,A GitHub App that does not want to be installed,learning,https://github.com/marketplace/leavemealoneapp,2025-10-22T05:44:13.534113
Crowdin,Agile localization for your projects,localization,https://github.com/marketplace/crowdin,2025-10-22T05:44:15.453189
POEditor,Manage your software localization collaboratively,localization,https://github.com/marketplace/poeditor,2025-10-22T05:44:15.633320
QuickFastChange,A Fast Search & Replace Tool For Your Projects,localization,https://github.com/marketplace/quickfastchange,2025-10-22T05:44:15.949786
Localyzer Express,"(Alpha Version) Lingoport continuous translation/localization for your application resource files (.properties, .resx ...)",localization,https://github.com/marketplace/localyzer-express,2025-10-22T05:44:16.245249
lettranslateSync,Sync your translations to GitHub,localization,https://github.com/marketplace/lettranslatesync,2025-10-22T05:44:16.416542
LILT <> GitHub Connector,"Enterprise-grade translation with AI speed, in your repository",localization,https://github.com/marketplace/lilt-github-app,2025-10-22T05:44:16.589460
Recontent.app,Synchronize your product copy & translations between Recontent.app & your repositories,localization,https://github.com/marketplace/recontent-app,2025-10-22T05:44:17.048365
GitLocalize,Continuous Localization for GitHub projects,localization,https://github.com/marketplace/gitlocalize,2025-10-22T05:44:17.398575
trnsltr,A simple editor to edit your Rails localization files,localization,https://github.com/marketplace/trnsltr,2025-10-22T05:44:17.578303
ZLGithubClient,Github iOS Client based on Github REST V3 API and GraphQL V4 API,mobile,https://github.com/marketplace/zlgithubclient,2025-10-22T05:44:19.268772
DevHub,"Desktop & Mobile apps to keep an eye on Repo Activities, Issues & Notifications (like TweetDeck)",mobile,https://github.com/marketplace/devhub-app,2025-10-22T05:44:19.440436
AppSweep,"Mobile app security scanning built for developers with intuitive issue navigation and clear, actionable feedback",mobile,https://github.com/marketplace/appsweep,2025-10-22T05:44:20.144788
Cobrowse.io,"Cobrowse for Android, iOS and Web",mobile,https://github.com/marketplace/cobrowse-io,2025-10-22T05:44:20.643001
Beetle App,Collect feedback & bug reports on your Android apps into your GitHub Issues,mobile,https://github.com/marketplace/beetle-app,2025-10-22T05:44:20.818251
Vigil: Background Video & Recorder,Stay Secure | Record Safely | Background Voice & Video Recorder,mobile,https://github.com/marketplace/vigil-secret-video-recorder,2025-10-22T05:44:21.278693
AmblyopiaTreatment,the training and rehabilitation of disorders of binocular and monocular vision,mobile,https://github.com/marketplace/amblyopiatreatment,2025-10-22T05:44:21.627940
GitGuardian,Secrets Security Platform - The most downloaded GitHub app lets you find and fix hardcoded API keys in code,monitoring,https://github.com/marketplace/gitguardian,2025-10-22T05:44:26.496323
Sentry,"Real-time, cross-platform crash reporting and error logging",monitoring,https://github.com/marketplace/sentry,2025-10-22T05:44:26.673961
LogRocket,Record videos of user sessions with enhanced logging information,monitoring,https://github.com/marketplace/logrocket,2025-10-22T05:44:26.843682
Airbrake,Frictionless error monitoring and performance insights for your entire app stack,monitoring,https://github.com/marketplace/airbrake,2025-10-22T05:44:27.010574
Rollbar,"Real-time, cross-platform crash reporting and error logging starting at $0/mo",monitoring,https://github.com/marketplace/rollbar,2025-10-22T05:44:27.178841
Drata (Version Control),The Drata (Version Control) app uses read-only repo access to continuously monitor your SOC 2 compliance posture,monitoring,https://github.com/marketplace/drata-version-control,2025-10-22T05:44:27.297923
Software.com,Automatically measure the impact of GitHub Copilot on software development and increase adoption with confidence,monitoring,https://github.com/marketplace/software-for-github,2025-10-22T05:44:27.473672
Secureframe,Streamline your security compliance,monitoring,https://github.com/marketplace/secureframe,2025-10-22T05:44:27.809939
Honeybadger.io,The web developer's secret weapon,monitoring,https://github.com/marketplace/honeybadger-io,2025-10-22T05:44:27.885303
Typo App,"Automate engineering insights across Github, JIRA, Slack & remove dev blockers in real-time",monitoring,https://github.com/marketplace/typo-app,2025-10-22T05:44:28.218805
Repohistory,GitHub repo analytics tool without 14 days limit,monitoring,https://github.com/marketplace/repohistory,2025-10-22T05:44:28.583388
IcePanel,Explain complex software systems,monitoring,https://github.com/marketplace/icepanel,2025-10-22T05:44:29.052918
Star Notifier,To receive an email notification when there is new Star for your projects,monitoring,https://github.com/marketplace/star-notifier,2025-10-22T05:44:29.340494
GitSpo,Analytics and Alerts for Open-Source,monitoring,https://github.com/marketplace/gitspo,2025-10-22T05:44:29.514460
MyRepoBot for Discord,"Connect Github to Discord, configure notifications, and keep up with your repositories updates",monitoring,https://github.com/marketplace/myrepobot-for-discord,2025-10-22T05:44:31.396288
CatLight.io,"Action Center for developers. Get desktop notifications for PRs, GitHub Actions and Issues",monitoring,https://github.com/marketplace/catlight-io,2025-10-22T05:44:31.565762
Octolense - GitHub Actions Analytics,"Complete GitHub Actions visibility. Cost insights, real-time monitoring. All your repos, in one dashboard",monitoring,https://github.com/marketplace/octolense-github-actions-dashboard,2025-10-22T05:44:31.738304
Bugfender app,Log storage for your applications,monitoring,https://github.com/marketplace/bugfender-app,2025-10-22T05:44:31.914057
Warestack,"Setup custom protection rules for any team or repo group-flag, block with exceptions, and give context to teams automatically",monitoring,https://github.com/marketplace/warestack,2025-10-22T05:44:32.092377
DevOps KPI Collector,Read Only access to collect DevOps KPI Data and generate Dashboard,monitoring,https://github.com/marketplace/devops-kpi-collector,2025-10-22T05:44:32.430300
Rootly,Rootly is a Slack-native incident management app and platform that automates tedious manual work during incidents,monitoring,https://github.com/marketplace/rootly-com,2025-10-22T05:44:32.492762
Waydev,AI-Powered Software Engineering Intelligence Platform,monitoring,https://github.com/marketplace/waydev,2025-10-22T05:44:32.550142
IAM Security Monitoring,Ensures IAM Best practices are followed by your team to keep your source code safe. Alerts when there is violation detected,monitoring,https://github.com/marketplace/iam-security-monitoring,2025-10-22T05:44:32.603409
